@timeseries|Year,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,Effect,@scenario|Base Year,@filter|Sector,@filter|Sub-Sector,@filter|Model,@filter|LMDI Type
,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,National,,,,,,
,Midwest,Midwest,Midwest,Midwest,Midwest,Midwest,Midwest,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,South,South,South,South,South,South,South,West,West,West,West,West,West,West,,,,,,
,Distillate Fuel Oil,Kerosene,Liquefied Petroleum Gases (LPG),Mixed (Commercial Sector),Natural Gas,Propane,Wood and Wood Residuals,Distillate Fuel Oil,Kerosene,Liquefied Petroleum Gases (LPG),Mixed (Commercial Sector),Natural Gas,Propane,Wood and Wood Residuals,Distillate Fuel Oil,Kerosene,Liquefied Petroleum Gases (LPG),Mixed (Commercial Sector),Natural Gas,Propane,Wood and Wood Residuals,Distillate Fuel Oil,Kerosene,Liquefied Petroleum Gases (LPG),Mixed (Commercial Sector),Natural Gas,Propane,Wood and Wood Residuals,,,,,,
1960,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,1990,Residential,National,multiplicative,II
1961,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,1990,Residential,National,multiplicative,II
1962,0.9999999999999998,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,1.0,0.999999999999999,1990,Residential,National,multiplicative,II
1963,0.9999999999999998,1.0,1.0000000000000004,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999998,1.0000000000000002,1.0000000000000002,0.9999999999999998,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999991,1990,Residential,National,multiplicative,II
1964,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999991,1990,Residential,National,multiplicative,II
1965,0.9999999999999998,1.0,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999999999999999,0.9999999999999997,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999997,1990,Residential,National,multiplicative,II
1966,0.9999999999999996,0.9999999999999998,1.0000000000000002,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999997,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999988,1990,Residential,National,multiplicative,II
1967,0.9999999999999996,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,0.9999999999999996,1.0,0.9999999999999997,0.9999999999999986,1990,Residential,National,multiplicative,II
1968,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999993,1990,Residential,National,multiplicative,II
1969,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0000000000000004,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,1.0,0.9999999999999994,1990,Residential,National,multiplicative,II
1970,0.9999999999999998,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999994,1990,Residential,National,multiplicative,II
1971,0.9999999999999998,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0000000000000004,1.0,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999989,1990,Residential,National,multiplicative,II
1972,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999996,1990,Residential,National,multiplicative,II
1973,0.9999999999999998,1.0,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999996,1.0,0.9999999999999998,0.9999999999999993,1990,Residential,National,multiplicative,II
1974,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,0.9999999999999998,1990,Residential,National,multiplicative,II
1975,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999991,1990,Residential,National,multiplicative,II
1976,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999999,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999994,1990,Residential,National,multiplicative,II
1977,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999993,1990,Residential,National,multiplicative,II
1978,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999997,0.9999999999999999,1990,Residential,National,multiplicative,II
1979,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999992,1990,Residential,National,multiplicative,II
1980,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999996,1.0,0.9999999999999997,0.9999999999999992,1990,Residential,National,multiplicative,II
1981,0.9999999999999998,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999996,1.0,0.9999999999999997,0.999999999999999,1990,Residential,National,multiplicative,II
1982,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999996,0.9999999999999988,1990,Residential,National,multiplicative,II
1983,0.9999999999999998,1.0,1.0,0.9999999999999998,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999984,1990,Residential,National,multiplicative,II
1984,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999986,1990,Residential,National,multiplicative,II
1985,0.9999999999999996,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999989,1990,Residential,National,multiplicative,II
1986,0.9999999999999998,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999988,1990,Residential,National,multiplicative,II
1987,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999997,0.9999999999999991,1990,Residential,National,multiplicative,II
1988,0.9999999999999998,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,0.9999999999999998,0.9999999999999996,1990,Residential,National,multiplicative,II
1989,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,0.9999999999999998,0.9999999999999992,1990,Residential,National,multiplicative,II
1990,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1990,Residential,National,multiplicative,II
1991,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,1990,Residential,National,multiplicative,II
1992,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.9999999999999997,1.0,0.9999999999999998,1.0000000000000002,1990,Residential,National,multiplicative,II
1993,0.9999999999999998,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999997,1990,Residential,National,multiplicative,II
1994,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,1990,Residential,National,multiplicative,II
1995,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000013,1990,Residential,National,multiplicative,II
1996,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.9999999999999998,1.0000000000000013,1990,Residential,National,multiplicative,II
1997,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,0.9999999999999997,1.0000000000000007,1990,Residential,National,multiplicative,II
1998,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000013,1990,Residential,National,multiplicative,II
1999,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999994,1990,Residential,National,multiplicative,II
2000,1.0,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002,1990,Residential,National,multiplicative,II
2001,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999998,1990,Residential,National,multiplicative,II
2002,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999999999999999,0.9999999999999998,1.0,1.0,0.9999999999999998,1990,Residential,National,multiplicative,II
2003,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,1.0000000000000007,1990,Residential,National,multiplicative,II
2004,0.9999999999999996,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999999999999998,0.9999999999999998,1.0,1.0,1.0000000000000002,1990,Residential,National,multiplicative,II
2005,0.9999999999999996,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999996,1990,Residential,National,multiplicative,II
2006,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,1990,Residential,National,multiplicative,II
2007,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999998,0.9999999999999993,1990,Residential,National,multiplicative,II
2008,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999997,1.0,0.9999999999999998,1.0000000000000002,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999986,1990,Residential,National,multiplicative,II
2009,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000004,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999996,1990,Residential,National,multiplicative,II
2010,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0000000000000004,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1990,Residential,National,multiplicative,II
2011,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0000000000000002,1990,Residential,National,multiplicative,II
2012,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0000000000000007,1990,Residential,National,multiplicative,II
2013,0.9999999999999997,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0000000000000002,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0000000000000004,1990,Residential,National,multiplicative,II
2014,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999998,1.0,1.0,1.0,1990,Residential,National,multiplicative,II
2015,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,1.000000000000001,1990,Residential,National,multiplicative,II
2016,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0000000000000002,0.9999999999999999,1.0,1.0000000000000013,1990,Residential,National,multiplicative,II
2017,0.9999999999999998,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999999999999998,1.0,1.0,1.0,1.0000000000000016,1990,Residential,National,multiplicative,II
2018,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999998,1.0000000000000013,1990,Residential,National,multiplicative,II
2019,0.9999999999999997,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999998,1.0000000000000007,1990,Residential,National,multiplicative,II
